filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y,id
004588.txt,Pedestrian,0.0,2,2.95,350.33,181.28,388.33,267.57,1.61,0.87,1.03,-4.64,1.62,14.14,2.63,24741.0
004588.txt,Tram,0.37,3,0.21,0.0,113.44,342.48,241.48,3.71,2.8,13.02,-15.32,1.71,23.15,-0.37,24742.0
004588.txt,Tram,0.0,2,-0.09,341.52,119.86,441.69,222.96,3.48,2.75,3.22,-7.67,1.38,26.08,-0.38,24743.0
004588.txt,Tram,0.0,2,-0.27,431.61,111.22,618.7,215.32,3.68,2.81,6.69,-2.98,1.16,27.95,-0.38,24744.0
004588.txt,Tram,0.0,1,-0.43,593.79,114.53,691.99,208.35,3.65,2.8,3.14,1.68,1.03,29.82,-0.38,24745.0
004588.txt,Tram,0.0,2,-0.65,662.89,108.49,933.03,199.25,3.68,2.79,12.71,9.16,0.65,32.75,-0.38,24746.0
004588.txt,Pedestrian,0.0,0,0.34,233.28,192.82,268.95,281.78,1.48,0.92,0.92,-6.27,1.69,12.67,-0.12,24747.0
004589.txt,Car,0.0,0,0.71,49.67,180.32,296.71,255.88,1.5,1.74,4.56,-9.43,1.69,15.62,0.18,24748.0
004590.txt,Car,0.0,0,-1.56,571.14,175.35,635.1,235.95,1.55,1.63,3.32,-0.22,1.64,20.27,-1.57,24749.0
004590.txt,Car,0.72,0,2.3,0.0,208.16,67.01,279.73,1.62,1.85,3.57,-15.44,2.55,17.42,1.58,24750.0
004591.txt,Car,0.0,0,-1.59,590.61,183.56,606.8,196.42,1.26,1.6,3.56,-1.19,2.37,74.12,-1.6,24751.0
004592.txt,Car,0.0,0,-1.3,364.46,177.98,527.12,291.17,1.77,1.75,4.67,-2.9,1.88,13.66,-1.51,24752.0
004592.txt,Car,0.0,1,1.71,506.41,178.06,572.52,229.59,1.6,1.68,3.94,-2.35,1.79,24.52,1.62,24753.0
004592.txt,Car,0.0,0,1.63,581.75,178.79,607.51,198.98,1.42,1.66,4.11,-1.12,1.87,53.44,1.61,24754.0
004592.txt,Car,0.17,3,-0.11,996.08,123.5,1241.0,244.39,1.66,1.15,3.39,7.78,1.0,10.99,0.5,24755.0
004593.txt,Car,0.75,1,0.8,0.0,164.97,187.77,374.0,1.72,1.68,4.02,-6.17,1.69,6.19,0.04,24756.0
004593.txt,Car,0.38,3,-2.56,0.0,190.89,293.92,327.6,1.41,1.42,4.27,-6.19,1.65,8.41,3.1,24757.0
004593.txt,Car,0.0,1,0.25,378.59,176.01,519.62,219.63,1.38,1.66,4.38,-5.41,1.52,24.42,0.03,24758.0
004593.txt,Car,0.0,0,-0.16,689.94,171.78,853.15,228.54,1.48,1.86,4.18,4.37,1.48,20.2,0.05,24759.0
004593.txt,Car,0.0,2,-0.19,674.78,163.68,819.08,220.36,1.74,1.66,4.37,4.36,1.48,23.58,-0.01,24760.0
004593.txt,Car,0.0,1,-2.91,432.31,174.62,528.99,206.86,1.47,1.67,4.28,-6.18,1.58,34.58,-3.08,24761.0
004593.txt,Car,0.0,2,-3.12,463.61,174.65,543.79,200.48,1.38,1.67,4.37,-5.98,1.51,40.67,3.02,24762.0
004594.txt,Pedestrian,0.0,0,-1.52,543.64,154.01,602.12,306.59,1.76,0.66,1.01,-0.42,1.45,8.67,-1.57,24763.0
004595.txt,Pedestrian,0.0,1,2.48,972.54,137.35,1064.87,318.81,1.89,0.57,0.86,4.45,1.44,7.74,2.99,24764.0
004596.txt,Car,0.0,0,-1.57,573.56,185.24,611.6,223.4,1.65,1.67,3.64,-0.85,2.25,33.81,-1.6,24765.0
004596.txt,Car,0.36,1,2.18,0.0,193.15,198.15,322.35,1.53,1.46,4.18,-8.24,1.89,11.04,1.55,24766.0
004596.txt,Car,0.0,1,1.92,287.6,188.72,379.52,246.37,1.59,1.57,3.39,-8.46,2.1,22.25,1.56,24767.0
004596.txt,Car,0.0,1,1.79,405.58,189.24,458.33,220.11,1.35,1.63,4.1,-8.63,2.18,35.13,1.55,24768.0
004597.txt,Van,0.69,0,0.84,0.0,112.84,147.5,286.12,2.32,1.86,5.72,-10.31,1.45,10.66,0.09,24769.0
004597.txt,Pedestrian,0.0,1,2.56,994.72,146.46,1089.72,315.81,1.77,0.66,1.02,4.71,1.41,7.78,3.09,24770.0
004598.txt,Car,1.0,0,-3.07,1237.51,157.99,1241.0,335.42,1.72,1.67,4.42,3.01,1.64,0.18,-1.65,24771.0
004598.txt,Car,0.74,0,2.03,0.0,202.75,371.8,374.0,1.44,1.56,3.84,-2.99,1.71,4.94,1.51,24772.0
004598.txt,Car,0.0,0,-1.51,453.42,178.62,514.51,234.12,1.5,1.55,4.21,-3.78,1.69,21.91,-1.68,24773.0
004598.txt,Car,0.0,0,-1.68,625.39,166.42,693.82,231.57,1.82,1.65,3.67,1.4,1.66,22.17,-1.62,24774.0
004598.txt,Car,0.0,2,1.61,496.01,179.33,531.72,210.31,1.42,1.57,4.1,-4.72,1.75,35.6,1.48,24775.0
004599.txt,Car,0.0,0,-1.58,589.31,176.42,616.26,203.06,1.65,1.67,3.64,-0.52,1.9,46.98,-1.59,24776.0
004599.txt,Car,0.0,1,1.99,158.67,195.75,306.79,268.75,1.44,1.62,4.02,-8.9,2.05,17.33,1.52,24777.0
004599.txt,Car,0.0,1,1.74,416.78,182.23,458.15,213.59,1.68,1.67,3.87,-9.82,2.23,41.18,1.5,24778.0
004599.txt,Car,0.0,0,-1.53,552.61,179.56,572.74,199.26,1.61,1.51,4.5,-4.05,2.2,61.97,-1.59,24779.0
004600.txt,Car,0.0,0,-1.77,675.1,188.2,762.33,256.09,1.64,1.69,3.3,2.83,2.09,19.69,-1.63,24780.0
004601.txt,Car,0.0,0,2.11,107.21,186.25,292.14,279.17,1.73,1.6,4.11,-8.82,2.05,15.88,1.61,24781.0
004601.txt,Car,0.0,0,1.94,321.21,184.35,412.33,231.01,1.47,1.63,4.11,-8.44,1.89,25.31,1.62,24782.0
004601.txt,Tram,0.0,0,-1.64,705.03,154.49,741.34,188.77,3.33,2.37,23.29,12.6,1.66,82.15,-1.49,24783.0
004601.txt,Car,0.0,1,1.87,398.48,175.65,460.72,219.14,1.8,1.61,3.83,-7.97,1.95,32.05,1.63,24784.0
004601.txt,Car,0.0,2,1.83,438.55,183.04,483.74,213.04,1.45,1.45,3.4,-7.64,1.98,37.13,1.63,24785.0
004601.txt,Car,0.0,2,1.81,459.72,177.3,507.01,209.34,1.75,1.71,4.31,-7.32,2.03,41.96,1.64,24786.0
004602.txt,Pedestrian,0.0,0,-2.21,453.61,180.52,482.9,246.81,1.58,0.67,0.87,-3.48,1.78,17.79,-2.4,24787.0
004602.txt,Pedestrian,0.0,0,1.77,335.06,167.52,385.57,293.26,1.7,0.7,0.69,-3.58,1.63,10.17,1.44,24788.0
004602.txt,Pedestrian,0.0,0,1.51,423.66,173.43,456.03,268.7,1.67,0.62,0.95,-3.24,1.69,13.25,1.27,24789.0
004602.txt,Pedestrian,0.0,0,1.38,708.91,166.16,734.39,243.09,1.92,0.64,1.08,2.86,1.76,18.61,1.53,24790.0
004602.txt,Pedestrian,0.0,0,1.31,728.57,168.25,755.02,241.14,1.83,0.77,1.01,3.43,1.72,18.68,1.49,24791.0
004603.txt,Car,0.0,0,2.12,50.16,201.55,336.03,333.98,1.43,1.61,4.13,-5.75,1.92,10.55,1.63,24792.0
004603.txt,Car,0.81,0,-2.16,887.86,184.87,1241.0,374.0,1.47,1.6,3.87,3.27,1.57,4.57,-1.57,24793.0
004603.txt,Car,0.0,1,-1.87,755.86,178.16,969.17,318.67,1.57,1.57,4.04,3.22,1.66,10.17,-1.57,24794.0
004603.txt,Car,0.0,1,1.91,290.28,191.45,413.88,268.62,1.48,1.5,3.58,-5.72,1.94,16.3,1.57,24795.0
004603.txt,Car,0.0,1,1.35,694.41,181.23,783.18,240.12,1.46,1.61,3.61,3.41,1.7,19.91,1.52,24796.0
004603.txt,Car,0.0,1,1.87,411.98,186.09,490.53,233.24,1.48,1.56,4.09,-5.54,1.98,25.47,1.65,24797.0
004603.txt,Car,0.0,2,-1.76,672.41,181.87,740.15,226.98,1.46,1.67,3.89,3.31,1.8,25.75,-1.63,24798.0
004603.txt,Car,0.0,1,1.7,489.25,179.79,526.88,209.26,1.56,1.63,3.62,-5.7,1.96,40.47,1.56,24799.0
004603.txt,Car,0.0,1,-1.72,654.42,175.42,699.78,209.33,1.51,1.6,3.54,3.1,1.65,34.26,-1.63,24800.0
004603.txt,Car,0.0,0,-2.46,535.09,175.3,585.05,192.53,1.5,1.71,4.35,-4.51,1.75,64.75,-2.53,24801.0
004604.txt,Car,0.0,0,-1.6,591.25,186.08,671.11,252.28,1.36,1.69,3.38,0.4,1.7,17.05,-1.58,24802.0
004604.txt,Car,0.0,1,2.02,212.27,184.75,319.3,237.48,1.59,1.72,3.86,-11.46,2.01,24.23,1.58,24803.0
004604.txt,Cyclist,0.0,3,2.81,864.64,172.04,981.32,256.43,1.68,0.86,2.01,6.38,1.68,14.89,-3.08,24804.0
004604.txt,Van,0.0,3,-1.67,678.8,159.16,752.71,232.19,2.12,1.86,4.41,3.28,1.75,23.36,-1.54,24805.0
004604.txt,Pedestrian,0.0,0,0.06,458.87,171.66,483.54,253.71,1.87,0.64,0.65,-3.23,1.85,16.81,-0.13,24806.0
004604.txt,Van,0.0,3,1.89,343.5,176.81,403.89,214.66,1.71,1.56,4.12,-11.41,1.92,35.0,1.57,24807.0
004604.txt,Car,0.0,2,-2.21,420.54,180.19,521.05,228.93,1.59,1.63,3.64,-5.0,1.87,25.51,-2.4,24808.0
004604.txt,Car,0.0,2,-2.36,453.62,183.69,546.81,217.68,1.39,1.61,4.09,-4.91,1.89,31.78,-2.52,24809.0
004604.txt,Car,0.0,2,-2.4,490.42,182.66,558.91,211.85,1.5,1.57,3.54,-4.66,2.05,39.03,-2.52,24810.0
004604.txt,Car,0.0,2,-2.35,523.38,180.82,573.76,200.83,1.4,1.6,3.55,-4.52,2.0,52.58,-2.44,24811.0
004604.txt,Car,0.0,2,-1.55,579.55,181.55,623.23,221.56,1.52,1.67,3.61,-0.36,1.88,29.56,-1.57,24812.0
004604.txt,Car,0.0,2,1.95,338.75,179.38,394.26,204.87,1.47,1.77,4.25,-14.89,1.88,44.28,1.63,24813.0
004605.txt,Pedestrian,0.0,0,-0.29,783.95,151.84,856.56,296.7,1.72,0.74,1.09,2.62,1.38,8.83,-0.01,24814.0
004606.txt,Truck,0.0,0,-1.51,629.96,131.41,693.03,201.27,3.52,2.89,10.81,3.21,1.49,42.08,-1.43,24815.0
004606.txt,Car,0.0,0,2.05,210.46,178.97,280.72,211.21,1.58,1.64,3.88,-18.96,1.91,37.65,1.59,24816.0
004606.txt,Car,0.0,1,2.02,263.18,179.94,325.89,205.35,1.43,1.81,4.16,-18.81,1.86,43.16,1.61,24817.0
004606.txt,Car,0.0,1,2.08,315.83,178.28,370.2,200.33,1.47,1.67,4.31,-18.68,1.86,50.63,1.73,24818.0
004607.txt,Car,0.0,0,-1.57,568.18,177.04,618.47,225.72,1.61,1.66,3.2,-0.62,1.78,25.72,-1.59,24819.0
004607.txt,Van,0.0,1,-1.85,812.21,164.55,851.83,186.78,1.78,1.87,4.98,18.63,1.14,60.79,-1.55,24820.0
004607.txt,Van,0.0,1,-1.9,855.19,160.17,915.11,191.02,1.97,2.16,5.31,18.67,1.19,49.28,-1.54,24821.0
004607.txt,Truck,0.0,0,-2.02,915.98,144.28,1013.56,191.78,2.32,2.3,5.87,18.73,0.95,38.54,-1.57,24822.0
004608.txt,Car,0.0,0,1.6,557.99,208.54,592.22,243.48,1.5,1.62,4.19,-1.76,3.42,36.86,1.55,24823.0
004608.txt,Misc,0.0,0,-1.54,679.09,208.58,699.77,231.72,1.63,1.48,2.37,6.05,4.4,54.99,-1.43,24824.0
004609.txt,Car,0.0,0,1.99,229.12,188.02,429.23,303.65,1.58,1.68,3.76,-4.49,1.86,12.06,1.64,24825.0
004609.txt,Car,0.0,1,1.81,365.59,185.57,482.33,264.03,1.61,1.74,4.06,-4.34,1.94,17.28,1.57,24826.0
004609.txt,Car,0.0,0,-1.66,702.13,174.79,755.92,220.07,1.77,1.77,5.1,5.0,1.88,31.05,-1.5,24827.0
004609.txt,Car,0.0,2,1.82,435.38,189.87,515.43,241.56,1.39,1.55,3.65,-4.07,1.95,22.11,1.64,24828.0
004609.txt,Car,0.0,2,1.75,474.3,185.52,537.19,229.26,1.46,1.63,3.92,-3.83,1.96,26.85,1.61,24829.0
004609.txt,Car,0.71,3,0.65,0.0,195.8,78.87,266.03,1.5,1.87,4.23,-15.2,2.08,16.71,-0.08,24830.0
004610.txt,Car,0.94,0,2.38,0.0,199.18,110.25,374.0,1.74,1.65,4.11,-6.21,2.01,5.63,1.57,24831.0
004610.txt,Car,0.0,0,1.74,464.4,189.15,532.66,232.58,1.41,1.76,4.4,-4.07,2.05,26.75,1.59,24832.0
004610.txt,Car,0.0,1,2.07,80.87,198.14,317.41,322.28,1.61,1.64,4.0,-6.57,2.09,12.02,1.58,24833.0
004610.txt,Car,0.0,1,1.85,344.46,194.99,433.21,247.61,1.43,1.7,3.74,-6.91,2.18,22.8,1.56,24834.0
004610.txt,Car,0.0,1,-1.62,629.25,180.78,659.68,207.37,1.55,1.66,4.15,2.06,2.05,44.55,-1.57,24835.0
004610.txt,Car,0.0,1,2.93,710.86,170.44,807.52,200.41,1.47,1.7,4.65,7.68,1.38,37.52,3.13,24836.0
004610.txt,Car,0.0,2,2.96,705.56,163.16,788.98,198.69,1.91,1.81,4.33,7.65,1.41,40.59,-3.14,24837.0
004610.txt,Van,0.0,2,-0.46,896.6,150.09,987.45,183.18,2.06,2.07,4.94,21.55,0.64,46.99,-0.03,24838.0
004611.txt,Car,0.0,0,-1.57,594.99,175.28,622.31,201.58,1.66,1.73,3.05,-0.11,1.84,47.64,-1.57,24839.0
004611.txt,Truck,0.0,0,-1.66,624.11,161.57,661.34,192.19,2.85,2.63,12.34,3.2,1.87,74.04,-1.62,24840.0
004611.txt,Van,0.0,3,2.0,233.58,176.39,330.78,228.96,1.97,1.93,4.47,-13.33,2.14,29.58,1.57,24841.0
004612.txt,Car,0.0,0,-1.59,585.85,179.98,617.52,205.09,1.26,1.6,3.56,-0.51,1.65,38.41,-1.6,24842.0
004612.txt,Car,0.0,0,-1.5,532.2,177.55,562.11,200.37,1.37,1.63,3.57,-3.97,1.69,45.76,-1.59,24843.0
004612.txt,Van,0.0,2,-1.57,603.2,164.89,624.08,193.48,2.26,1.64,5.2,0.29,1.66,60.0,-1.57,24844.0
004612.txt,Car,0.61,0,2.26,0.0,177.79,73.41,236.16,1.45,1.53,3.5,-15.93,1.58,18.6,1.56,24845.0
004613.txt,Car,0.0,0,1.66,524.74,180.94,557.57,207.87,1.45,1.53,3.98,-3.94,1.93,41.46,1.56,24846.0
004613.txt,Car,0.0,0,1.8,400.06,180.98,501.21,256.34,1.65,1.56,3.98,-3.86,1.86,17.93,1.59,24847.0
004613.txt,Cyclist,0.0,1,1.9,410.44,182.4,429.09,211.95,1.6,0.54,1.5,-10.57,2.13,40.01,1.64,24848.0
004614.txt,Car,0.0,0,-1.59,590.99,174.87,637.57,218.94,1.56,1.65,3.69,0.09,1.66,27.65,-1.58,24849.0
004614.txt,Car,0.62,0,-1.43,1035.05,174.03,1241.0,374.0,1.49,1.63,3.36,4.59,1.5,5.34,-0.74,24850.0
004614.txt,Car,0.0,1,-1.18,841.56,177.22,1115.69,324.14,1.41,1.6,4.09,4.67,1.48,8.95,-0.71,24851.0
004614.txt,Car,0.0,1,1.76,451.82,182.78,496.63,210.12,1.37,1.64,3.92,-7.3,1.92,38.97,1.58,24852.0
004614.txt,Car,0.62,0,2.22,0.0,202.94,185.41,364.96,1.38,1.47,3.62,-6.38,1.77,7.75,1.54,24853.0
004614.txt,Car,0.0,0,-0.93,703.18,170.69,842.53,230.97,1.49,1.59,4.09,4.49,1.44,19.75,-0.71,24854.0
004614.txt,Car,0.0,2,-0.94,668.19,174.15,771.01,215.54,1.4,1.63,4.05,4.04,1.46,26.43,-0.79,24855.0
004614.txt,Van,0.0,1,-0.93,643.84,166.36,718.96,201.38,1.88,1.82,4.64,4.1,1.55,41.07,-0.83,24856.0
004614.txt,Car,0.0,1,1.82,415.12,176.01,458.78,203.19,1.67,1.68,4.49,-11.23,1.9,46.99,1.59,24857.0
004614.txt,Car,0.0,2,1.81,440.74,174.91,475.75,197.91,1.63,1.58,4.2,-11.24,1.8,53.59,1.6,24858.0
004614.txt,Car,0.0,1,1.76,495.66,177.13,519.54,191.43,1.45,1.65,4.63,-10.82,1.92,76.47,1.62,24859.0
004614.txt,Car,0.0,1,1.83,393.75,177.69,421.33,197.73,1.47,1.29,2.95,-15.35,1.85,54.73,1.56,24860.0
004615.txt,Car,0.0,0,-1.57,580.87,176.69,598.54,190.69,1.26,1.6,3.56,-1.92,1.63,67.48,-1.6,24861.0
004615.txt,Car,0.0,0,1.77,437.89,179.63,485.74,211.36,1.48,1.64,3.59,-7.34,1.83,35.87,1.57,24862.0
004616.txt,Car,0.0,0,-1.6,586.21,182.77,641.87,228.43,1.36,1.69,3.38,0.04,1.71,23.73,-1.6,24863.0
004616.txt,Car,0.75,3,-1.74,0.0,144.58,193.77,374.0,1.76,1.74,4.16,-4.85,1.64,5.16,-2.47,24864.0
004616.txt,Car,0.0,2,-1.82,92.87,155.7,339.67,360.32,1.83,1.64,3.71,-4.76,1.71,8.38,-2.32,24865.0
004616.txt,Car,0.0,1,-2.17,302.7,183.04,460.53,259.68,1.5,1.58,3.57,-5.15,1.74,15.96,-2.48,24866.0
004616.txt,Car,0.0,2,-2.19,366.06,169.0,505.12,244.98,1.8,1.63,3.79,-4.67,1.73,18.9,-2.43,24867.0
004616.txt,Car,0.0,2,-2.23,423.55,184.16,533.47,227.38,1.41,1.62,4.19,-4.81,1.83,25.84,-2.42,24868.0
004616.txt,Car,0.0,2,-2.36,494.06,178.85,556.74,205.13,1.49,1.66,3.55,-5.07,1.87,42.87,-2.48,24869.0
004616.txt,Van,0.0,3,-1.75,678.65,151.02,782.53,240.61,2.38,2.08,5.75,3.47,1.83,22.2,-1.59,24870.0
004616.txt,Car,0.0,0,-1.6,651.29,181.53,679.45,204.75,1.4,1.66,4.08,3.5,1.97,46.4,-1.52,24871.0
004616.txt,Car,0.0,2,-1.6,588.96,178.67,623.91,209.91,1.52,1.67,3.61,-0.26,1.83,37.25,-1.61,24872.0
004616.txt,Van,0.0,3,1.88,315.83,165.9,403.6,230.35,2.14,1.71,4.52,-9.05,1.94,26.38,1.55,24873.0
004617.txt,Car,0.0,0,-1.02,402.5,187.62,523.29,241.75,1.35,1.6,3.86,-4.15,1.81,20.79,-1.21,24874.0
004617.txt,Car,0.0,0,-1.17,610.45,175.88,675.48,211.23,1.49,1.53,3.8,1.51,1.64,32.47,-1.12,24875.0
004617.txt,Van,0.04,3,2.48,0.0,173.35,223.55,261.74,1.91,1.54,4.85,-12.35,1.95,18.12,1.89,24876.0
004617.txt,Van,0.4,0,-0.66,0.0,119.08,380.36,374.0,2.08,2.05,4.96,-5.08,1.68,8.06,-1.21,24877.0
004617.txt,Car,0.0,2,2.02,417.32,180.87,480.49,216.95,1.64,1.43,3.92,-7.78,2.04,35.06,1.8,24878.0
004617.txt,Van,0.0,0,1.71,548.26,171.46,577.79,198.56,2.3,1.87,5.7,-4.16,2.22,64.7,1.64,24879.0
004617.txt,Car,0.0,2,-1.27,640.21,172.91,684.17,199.47,1.49,1.56,3.65,3.09,1.52,42.52,-1.2,24880.0
004617.txt,Car,0.0,0,-1.48,694.5,173.12,715.17,190.76,1.44,1.46,3.16,8.05,1.49,61.17,-1.36,24881.0
004618.txt,Car,0.0,0,1.78,382.2,177.57,492.51,252.79,1.5,1.62,4.19,-3.87,1.63,16.68,1.55,24882.0
004618.txt,Misc,0.0,0,-1.54,644.85,180.99,676.89,215.87,1.63,1.48,2.37,2.47,2.03,35.16,-1.47,24883.0
004619.txt,Pedestrian,0.09,0,0.57,1033.64,138.32,1144.98,369.0,1.68,0.45,0.75,3.44,1.4,5.1,1.14,24884.0
004619.txt,Pedestrian,0.0,0,1.33,614.1,131.11,670.77,281.51,1.95,0.63,0.74,0.54,1.31,9.6,1.38,24885.0
004619.txt,Pedestrian,0.0,0,1.24,680.03,146.76,734.69,278.0,1.71,0.6,0.52,1.3,1.27,9.54,1.38,24886.0
004619.txt,Pedestrian,0.0,0,0.97,775.02,149.77,823.68,260.17,1.59,0.46,0.67,2.9,1.15,10.58,1.23,24887.0
004620.txt,Car,0.0,1,1.84,295.14,169.57,487.45,310.76,1.7,1.63,4.08,-3.06,1.69,10.82,1.57,24888.0
004620.txt,Car,0.92,0,-2.12,859.67,221.56,1241.0,374.0,1.37,1.59,3.22,2.43,1.7,3.36,-1.54,24889.0
004620.txt,Car,0.0,1,-1.39,449.03,184.54,540.34,246.11,1.4,1.67,3.72,-2.92,1.73,18.73,-1.54,24890.0
004620.txt,Car,0.0,0,1.46,634.94,175.87,676.61,208.05,1.49,1.61,3.74,2.17,1.66,35.59,1.52,24891.0
004620.txt,Van,0.0,3,1.73,553.11,168.77,586.18,194.56,1.85,1.84,4.06,-3.01,1.58,54.23,1.68,24892.0
004621.txt,Car,0.0,0,-1.59,593.12,176.05,637.84,218.35,1.56,1.65,3.69,0.15,1.71,28.73,-1.58,24893.0
004621.txt,Car,0.97,0,-1.61,1155.76,156.02,1241.0,374.0,1.59,1.65,3.94,4.06,1.52,3.69,-0.82,24894.0
004621.txt,Car,0.01,0,-1.27,854.88,177.12,1170.21,374.0,1.48,1.73,4.06,4.29,1.54,7.46,-0.77,24895.0
004621.txt,Car,0.0,1,-1.09,777.86,164.57,1010.62,295.03,1.63,1.61,3.96,4.36,1.53,10.89,-0.72,24896.0
004621.txt,Car,0.0,2,-1.02,755.51,176.36,918.77,260.64,1.49,1.63,3.36,4.62,1.58,14.62,-0.72,24897.0
004621.txt,Car,0.0,2,-0.94,716.55,175.91,867.95,238.94,1.41,1.6,4.09,4.64,1.5,18.22,-0.7,24898.0
004621.txt,Car,0.0,1,1.7,510.07,179.07,535.92,196.13,1.37,1.64,3.92,-7.3,1.91,60.71,1.58,24899.0
004621.txt,Car,0.0,0,1.82,408.27,184.56,470.61,224.2,1.38,1.47,3.62,-6.49,1.85,27.62,1.59,24900.0
004621.txt,Car,0.0,1,-0.85,673.59,173.59,772.52,213.59,1.49,1.59,4.09,4.54,1.53,28.91,-0.69,24901.0
004621.txt,Car,0.0,2,-0.9,654.94,174.42,732.52,204.54,1.4,1.63,4.05,4.15,1.49,35.61,-0.79,24902.0
004621.txt,Van,0.0,2,-0.92,639.86,168.09,701.27,196.37,1.88,1.82,4.64,4.25,1.58,50.32,-0.84,24903.0
004621.txt,Car,0.0,1,1.79,449.24,176.38,483.56,198.97,1.67,1.68,4.49,-11.13,1.96,56.08,1.59,24904.0
004621.txt,Car,0.0,1,1.79,427.6,177.87,449.77,194.89,1.47,1.29,2.95,-15.22,1.92,64.14,1.56,24905.0
004622.txt,Car,0.0,0,-1.84,696.44,176.78,845.73,280.91,1.66,1.66,3.98,2.8,1.75,13.64,-1.64,24906.0
004622.txt,Car,0.0,2,0.3,328.61,182.3,476.78,239.78,1.52,1.69,3.68,-5.82,1.81,20.39,0.02,24907.0
004622.txt,Car,0.0,2,-2.89,394.0,179.85,481.15,219.47,1.57,1.47,3.23,-7.14,1.88,29.89,-3.12,24908.0
004622.txt,Van,0.0,2,-2.97,420.17,171.52,517.02,214.32,1.94,1.75,4.27,-6.7,1.91,34.32,3.12,24909.0
004622.txt,Car,0.0,2,-2.27,687.96,177.14,752.91,205.18,1.42,1.56,3.48,5.87,1.68,38.82,-2.12,24910.0
004622.txt,Car,0.0,0,-1.74,616.51,179.26,646.19,200.06,1.41,1.51,3.45,1.46,1.87,51.09,-1.72,24911.0
004623.txt,Car,0.0,0,-2.0,695.61,173.84,742.62,197.17,1.62,1.72,4.35,7.91,1.73,52.84,-1.85,24912.0
004624.txt,Car,0.0,0,-1.87,645.24,179.9,723.06,231.17,1.51,1.53,3.38,2.28,1.75,23.32,-1.78,24913.0
004624.txt,Car,0.0,0,-1.91,569.98,181.8,619.48,209.88,1.39,1.54,3.42,-0.88,1.87,37.93,-1.93,24914.0
004624.txt,Car,0.0,0,2.94,831.65,179.14,1022.55,254.42,1.53,1.54,3.54,6.72,1.68,15.72,-2.95,24915.0
004624.txt,Car,0.27,1,2.66,1055.04,176.27,1241.0,254.35,1.5,1.7,3.72,11.56,1.59,14.89,-2.97,24916.0
004624.txt,Car,0.0,1,2.44,528.62,179.52,580.04,201.89,1.56,1.39,3.73,-4.08,2.07,52.93,2.37,24917.0
004624.txt,Cyclist,0.0,0,1.47,458.44,181.48,476.67,218.85,1.65,0.64,1.51,-6.5,2.04,32.71,1.27,24918.0
004624.txt,Car,0.0,1,-0.81,611.68,176.74,667.25,200.46,1.56,1.67,3.78,2.04,1.84,49.77,-0.77,24919.0
004625.txt,Truck,0.0,0,1.73,405.29,105.91,537.03,244.49,3.34,2.39,8.69,-3.84,1.77,21.86,1.56,24920.0
004625.txt,Car,0.0,0,1.64,542.82,180.7,568.94,203.79,1.66,1.67,4.49,-4.09,2.27,54.78,1.56,24921.0
004625.txt,Car,0.0,0,-1.25,351.04,183.2,384.0,202.6,1.56,1.72,3.09,-20.37,2.44,60.65,-1.57,24922.0
004625.txt,Car,0.0,0,-1.56,584.35,179.14,621.74,216.39,1.62,1.63,4.5,-0.34,1.93,34.0,-1.57,24923.0
004626.txt,Car,0.0,0,1.33,274.45,184.68,358.11,237.87,1.52,1.55,3.91,-9.41,1.9,22.86,0.94,24924.0
004626.txt,Car,0.0,1,1.54,195.28,184.25,266.78,241.67,1.62,1.84,4.1,-12.07,1.99,22.81,1.06,24925.0
004626.txt,Van,0.27,0,-2.26,0.0,171.59,215.15,289.72,1.95,1.89,4.61,-10.02,1.96,13.36,-2.89,24926.0
004627.txt,Pedestrian,0.23,0,1.7,480.94,133.38,581.27,369.0,1.87,0.8,0.99,-0.56,1.59,4.84,1.59,24927.0
004627.txt,Pedestrian,0.0,0,1.06,25.08,158.83,94.08,309.07,1.78,0.84,0.49,-6.84,1.53,8.87,0.42,24928.0
004628.txt,Car,0.0,0,1.63,536.95,176.05,556.23,194.08,1.65,1.56,3.98,-6.01,1.97,68.52,1.55,24929.0
004629.txt,Truck,0.0,0,-1.77,686.81,82.08,966.68,292.28,2.85,2.63,12.34,3.59,1.69,16.05,-1.56,24930.0
004629.txt,Car,0.0,0,2.09,128.5,193.64,245.24,240.53,1.56,1.91,4.44,-16.15,2.41,27.78,1.56,24931.0
004630.txt,Truck,0.0,0,-1.58,587.68,157.05,620.71,192.81,2.85,2.63,12.34,-0.6,1.66,64.29,-1.59,24932.0
004630.txt,Car,0.21,3,2.2,0.0,187.46,154.89,262.5,1.63,1.78,4.13,-13.73,2.03,18.23,1.57,24933.0
004630.txt,Cyclist,0.0,3,-1.77,743.35,155.17,780.36,223.99,1.86,0.6,2.02,4.26,1.39,20.53,-1.57,24934.0
004630.txt,Car,0.0,0,1.83,403.91,179.79,435.24,198.82,1.61,1.75,3.78,-16.73,2.23,63.5,1.57,24935.0
004631.txt,Car,0.0,0,-1.59,594.97,174.03,638.93,215.61,1.56,1.65,3.69,0.21,1.63,29.19,-1.58,24936.0
004631.txt,Car,0.51,0,-1.44,965.85,183.3,1241.0,374.0,1.4,1.65,4.18,4.3,1.51,5.61,-0.81,24937.0
004631.txt,Car,0.0,1,-1.24,807.87,165.57,1057.98,328.83,1.59,1.65,3.94,4.15,1.53,9.03,-0.82,24938.0
